paperId,title,year,abstract,doi
287a7da1801a07cf7fd85ffcc23c79504876ecc0,An artificial chromosome for data storage,2021,"Abstract DNA digital storage provides an alternative for information storage with high density and long-term stability. Here, we report the de novo design and synthesis of an artificial chromosome that encodes two pictures and a video clip. The encoding paradigm utilizing the superposition of sparsified error correction codewords and pseudo-random sequences tolerates base insertions/deletions and is well suited to error-prone nanopore sequencing for data retrieval. The entire 254 kb sequence was 95.27% occupied by encoded data. The Transformation-Associated Recombination method was used in the construction of this chromosome from DNA fragments and necessary autonomous replication sequences. The stability was demonstrated by transmitting the data-carrying chromosome to the 100th generation. This study demonstrates a data storage method using encoded artificial chromosomes via in vivo assembly for write-once and stable replication for multiple retrievals, similar to a compact disc, with potential in economically massive data distribution.",10.1093/nsr/nwab028
b80e2af7ffa85fe2f02ea8390e4915d55c19d199,Advances in Emerging Memory Technologies: From Data Storage to Artificial Intelligence,2021,"This paper presents an overview of emerging memory technologies. It begins with the presentation of stand-alone and embedded memory technology evolution, since the appearance of Flash memory in the 1980s. Then, the progress of emerging memory technologies (based on filamentary, phase change, magnetic, and ferroelectric mechanisms) is presented with a review of the major demonstrations in the literature. The potential of these technologies for storage applications addressing various markets and products is discussed. Finally, we discuss how the rise of artificial intelligence and bio-inspired circuits offers an opportunity for emerging memory technology and shifts the application from pure data storage to storage and computing tasks, and also enlarges the range of required specifications at the device level due to the exponential number of new systems and architectures.",10.3390/app112311254
b904dcdbd7c7b33938583f2f57d05ca70e121ea9,An Efficient and Secure Big Data Storage in Cloud Environment by Using Triple Data Encryption Standard,2022,"In recent decades, big data analysis has become the most important research topic. Hence, big data security offers Cloud application security and monitoring to host highly sensitive data to support Cloud platforms. However, the privacy and security of big data has become an emerging issue that restricts the organization to utilize Cloud services. The existing privacy preserving approaches showed several drawbacks such as a lack of data privacy and accurate data analysis, a lack of efficiency of performance, and completely rely on third party. In order to overcome such an issue, the Triple Data Encryption Standard (TDES) methodology is proposed to provide security for big data in the Cloud environment. The proposed TDES methodology provides a relatively simpler technique by increasing the sizes of keys in Data Encryption Standard (DES) to protect against attacks and defend the privacy of data. The experimental results showed that the proposed TDES method is effective in providing security and privacy to big healthcare data in the Cloud environment. The proposed TDES methodology showed less encryption and decryption time compared to the existing Intelligent Framework for Healthcare Data Security (IFHDS) method.",10.3390/bdcc6040101
10a69070c8585dc5564b11b0e53dbe4d565f9ce1,Rewritable two-dimensional DNA-based data storage with machine learning reconstruction,2021,"DNA-based data storage platforms traditionally encode information only in the nucleotide sequence of the molecule. Here we report on a two-dimensional molecular data storage system that records information in both the sequence and the backbone structure of DNA and performs nontrivial joint data encoding, decoding and processing. Our 2DDNA method efficiently stores images in synthetic DNA and embeds pertinent metadata as nicks in the DNA backbone. To avoid costly worst-case redundancy for correcting sequencing/rewriting errors and to mitigate issues associated with mismatched decoding parameters, we develop machine learning techniques for automatic discoloration detection and image inpainting. The 2DDNA platform is experimentally tested by reconstructing a library of images with undetectable or small visual degradation after readout processing, and by erasing and rewriting copyright metadata encoded in nicks. Our results demonstrate that DNA can serve both as a write-once and rewritable memory for heterogenous data and that data can be erased in a permanent, privacy-preserving manner. Moreover, the storage system can be made robust to degrading channel qualities while avoiding global error-correction redundancy. Current DNA-based data storage platforms encode information only in the nucleotide sequence. Here, the authors report a 2DDNA platform that can store data in both sequence context and backbone structure, and has improved image inpainting and enhancement via automatic discoloration detection and deep learning.",10.1038/s41467-022-30140-x
6544259ff6b335b1dcec75e031b6d57e5b9509f4,Scaling DNA data storage with nanoscale electrode wells,2021,A demonstration of DNA synthesis control at over 1000x higher density shows the path to large scale DNA data storage.,10.1126/sciadv.abi6714
82663577cf1d08235bb56ad648c9dad36343ccfb,Electrochemical DNA synthesis and sequencing on a single electrode with scalability for integrated data storage,2021,DNA synthesis and sequencing on a single electrode enables integrated data storage using a sliding microarray chip.,10.1126/sciadv.abk0100
10d89b13a6309a531c35701d37d3bd76a27a3942,Big Data Storage,2021,"This chapter provides an overview of big data storage technologies. It is the result of a survey of the current state of the art in data storage technologies in order to create a cross-sectorial technology roadmap. This chapter provides a concise overview of big data storage systems that are capable of dealing with high velocity, high volumes, and high varieties of data. It describes distributed file systems, NoSQL databases, graph databases, and NewSQL databases. The chapter investigates the challenge of storing data in a secure and privacy-preserving way. The social and economic impact of big data storage technologies is described, open research challenges highlighted, and three selected case studies are provided from the health, finance, and energy sector. Some of the key insights on big data storage are (1) in-memory databases and columnar databases typically outperform traditional relational database systems, (2) the major technical barrier to widespread up-take of big data storage solutions are missing standards, and (3) there is a need to address open research challenges related to the scalability and performance of graph databases.",10.1007/978-3-319-21569-3_7
fc61c7221350806c25379f385c27b2102ff8eb57,Uncertainties in synthetic DNA-based data storage,2021,"Abstract Deoxyribonucleic acid (DNA) has evolved to be a naturally selected, robust biomacromolecule for gene information storage, and biological evolution and various diseases can find their origin in uncertainties in DNA-related processes (e.g. replication and expression). Recently, synthetic DNA has emerged as a compelling molecular media for digital data storage, and it is superior to the conventional electronic memory devices in theoretical retention time, power consumption, storage density, and so forth. However, uncertainties in the in vitro DNA synthesis and sequencing, along with its conjugation chemistry and preservation conditions can lead to severe errors and data loss, which limit its practical application. To maintain data integrity, complicated error correction algorithms and substantial data redundancy are usually required, which can significantly limit the efficiency and scale-up of the technology. Herein, we summarize the general procedures of the state-of-the-art DNA-based digital data storage methods (e.g. write, read, and preservation), highlighting the uncertainties involved in each step as well as potential approaches to correct them. We also discuss challenges yet to overcome and research trends in the promising field of DNA-based data storage.",10.1093/nar/gkab230
1e1cf81a1113482be3f0c280db994a832cb9426a,Secure Data Storage and Recovery in Industrial Blockchain Network Environments,2020,"The massive redundant data storage and communication in network 4.0 environments have issues of low integrity, high cost, and easy tampering. To address these issues, in this article, a secure data storage and recovery scheme in the blockchain-based network is proposed by improving the decentration, tampering-proof, real-time monitoring, and management of storage systems, as such design supports the dynamic storage, fast repair, and update of distributed data in the data storage system of industrial nodes. A local regenerative code technology is used to repair and store data between failed nodes while ensuring the privacy of user data. That is, as the data stored are found to be damaged, multiple local repair groups constructed by vector code can simultaneously yet efficiently repair multiple distributed data storage nodes. Based on the unique chain storage structure, such as data consensus mechanism and smart contract, the storage structure of blockchain distributed coding not only quickly repair the nearby local regenerative codes in the blockchain but also reduce the resource overhead in the data storage process of industrial nodes. Experimental results show that the proposed scheme improves the repair rate of multinode data by 9% and data storage rate increased by 8.6%, indicating to be promising with good security and real-time performance.",10.1109/TII.2020.2966069
079b57837221413bf99ab40999c77c29e280e0c2,Reversible 3D optical data storage and information encryption in photo-modulated transparent glass medium,2021,"Transparent glass has been identified as a vital medium for three-dimensional (3D) optical information storage and multi-level encryption. However, it has remained a challenge for directly writing 3D patterning inside a transparent glass using semiconductor blue laser instead of high-cost femtosecond laser. Here, we demonstrate that rare earth ions doped transparent glass can be used as 3D optical information storage and data encryption medium based on their reversible transmittance and photoluminescence manipulation. The color of tungsten phosphate glass doped with rare earth ions change reversibly from light yellow to blue upon alternating 473 nm laser illumination and temperature stimulation, resulting in the reversible luminescence modulation. The information data could be repeatedly written and erased in arbitrary 3D space of transparent glass, not only showing the ability of the excellent reproducibility and storage capacity, but also opening opportunities in information security. The present work expands the application fields of luminescent glass, and it is conducive to develop a novel 3D data storage and information encryption media. Three-dimensional (3D) optical information can be written in transparent glass using a focused 473 nm laser beam, which will be read by photo-modulation.",10.1038/s41377-021-00581-y
3f43bcb910df8c1a76de79057a63195e6c6bc258,Spintronic devices for energy-efficient data storage and energy harvesting,2020,"The current data revolution has, in part, been enabled by decades of research into magnetism and spin phenomena. For example, milestones such as the observation of giant magnetoresistance, and the resulting development of the spin-valve read head, continue to motivate device research. However, the ever-growing need for higher data processing speeds and larger data storage capabilities has caused a significant increase in energy consumption and environmental concerns. Ongoing research and development in spintronics should therefore reduce energy consumption while increasing information processing capabilities. Here, we provide an overview of the current status of research and technology developments in data storage and spin-mediated energy harvesting in relation to energy-efficient technologies. We give our perspective on the advantages and outstanding issues for various data-storage concepts, and energy conversion mechanisms enabled by spin. The current surge in data generation necessitates devices that can store and analyze data in an energy efficient way. This Review summarizes and discusses developments on the use of spintronic devices for energy-efficient data storage and logic applications, and energy harvesting based on spin.",10.1038/s43246-020-0022-5
a84da48f5eb57cc3f74fd2885f4e5ffd9b5ba2fa,Data storage using peptide sequences,2021,"Humankind is generating digital data at an exponential rate. These data are typically stored using electronic, magnetic or optical devices, which require large physical spaces and cannot last for a very long time. Here we report the use of peptide sequences for data storage, which can be durable and of high storage density. With the selection of suitable constitutive amino acids, designs of address codes and error-correction schemes to protect the order and integrity of the stored data, optimization of the analytical protocol and development of a software to effectively recover peptide sequences from the tandem mass spectra, we demonstrated the feasibility of this method by successfully storing and retrieving a text file and the music file Silent Night with 40 and 511 18-mer peptides respectively. This method for the first time links data storage with the peptide synthesis industry and proteomics techniques, and is expected to stimulate the development of relevant fields. Finding durable, high-density media for data storage is necessary to support the ever-expanding generation of digital data. Here, the authors use peptide sequences to store digital data and retrieve them using tandem mass spectrometry, proving that peptides can be used as a storage medium.",10.1038/s41467-021-24496-9
18fff2d1ef494f2726b93d2f8a119b874f2e3d1d,Low cost DNA data storage using photolithographic synthesis and advanced information reconstruction and error correction,2020,"Due to its longevity and enormous information density, DNA is an attractive medium for archival storage. The current hamstring of DNA data storage systems—both in cost and speed—is synthesis. The key idea for breaking this bottleneck pursued in this work is to move beyond the low-error and expensive synthesis employed almost exclusively in today’s systems, towards cheaper, potentially faster, but high-error synthesis technologies. Here, we demonstrate a DNA storage system that relies on massively parallel light-directed synthesis, which is considerably cheaper than conventional solid-phase synthesis. However, this technology has a high sequence error rate when optimized for speed. We demonstrate that even in this high-error regime, reliable storage of information is possible, by developing a pipeline of algorithms for encoding and reconstruction of the information. In our experiments, we store a file containing sheet music of Mozart, and show perfect data recovery from low synthesis fidelity DNA. The current bottleneck for DNA data storage systems is the cost and speed of synthesis. Here, the authors use inexpensive, massively parallel light-directed synthesis and correct for a high error rate with a pipeline of encoding and reconstruction algorithms.",10.1038/s41467-020-19148-3
f7b69b8babfa607f2e8b0371f24cb720a7a827d6,Blockchain for Large-Scale Internet of Things Data Storage and Protection,2019,"With the dramatically increasing deployment of IoT devices, storing and protecting the large volume of IoT data has become a significant issue. Traditional cloud-based IoT structures impose extremely high computation and storage demands on the cloud servers. Meanwhile, the strong dependencies on the centralized servers bring significant trust issues. To mitigate these problems, we propose a distributed data storage scheme employing blockchain and cetrificateless cryptography. Our scheme eliminates the traditional centralized servers by leveraging the blockchain miners who perform “transaction” verifications and records audit with the help of certificateless cryptography. We present a clear definition of the transactions in a non-cryptocurrency system and illustrate how the transactions are processed. To the best of our knowledge, this is the first work designing a secure and accountable IoT storage system using blockchain. Additionally, we extend our scheme to enable data trading and elaborate how data trading can be efficiently and effectively achieved.",10.1109/TSC.2018.2853167
18d87bff073687c025f9bd23ab2dfb20d5f72a66,BIM Big Data Storage in WebVRGIS,2020,"In the context of big data and the Internet of Things, with the advancement of geospatial data acquisition and retrieval, the volume of available geospatial data is increasing every minute. Thus, new data-management architecture is needed. We proposed a building information model (BIM) big data-storage-management solution with hybrid storage architecture based on web virtual reality geographical information system (WebVRGIS). BIM is associated with the integration of spatial and semantic information on the various stages of urban building. In this paper, based on the spatial distribution characteristics of BIM geospatial big data, a data storage and management model is proposed for BIM geospatial big data management. The architecture primarily includes Not only Structured Query Language (NoSQL) database and distributed peer-to-peer storage. The evaluation of the proposed storage method is conducted on the same software platform as our previous research about WebVR. The experimental results show that the hybrid storage architecture proposed in this research has a lower response time compared to the traditional relational database in geospatial big data searches. The integration and fusion of BIM big data in WebVRGIS realizes a revolutionary transformation of city information management during a full lifecycle. The system also has great promise for the storage of other geospatial big data, such as traffic data.",10.1109/TII.2019.2916689
11be2469ab1d1c508e7b6e14148990741ba87884,Nanopore-Based DNA Hard Drives for Rewritable and Secure Data Storage.,2020,"Nanopores are powerful single-molecule tools for label-free sensing of nanoscale molecules including DNA, which can be used for building designed nanostructures and performing computations. Here, DNA hard drives (DNA-HDs) are introduced based on DNA nanotechnology and nanopore sensing as a rewritable molecular memory system, allowing for storing, operating and reading data in the changeable three-dimensional structure of DNA. Writing and erasing data are significantly improved compared to previous molecular storage systems by employing controllable attachment and removal of molecules on a long double-stranded DNA. Data reading is achieved by detecting the single molecules at the microsecond timescale using nanopores. The DNA-HD also ensures secure data storage where the data can only be read after providing the correct physical molecular keys. Our approach allows for easy-writing and easy-reading, rewritable and secure data storage toward a promising miniature scale integration for molecular data storage and computation.",10.1021/acs.nanolett.0c00755
9bbcb01e7a6bc28ef6e2cda8ffe1ac8fb86def47,"Enabling Optical Steganography, Data Storage, and Encryption with Plasmonic Colors",2020,"Plasmonic color generation utilizing ultrathin metasurfaces as well as metallic nanoparticles holds a great promise for a wide range of applications including color displays, data storage, and information encryption due to its high spatial resolution and mechanical/chemical stability. Most of the recently demonstrated systems generate static colors; however, more advanced applications such as data storage require fast and flexible means to tune the plasmonic colors, while keeping them vibrant and stable. Here, a surface‐relief aluminum metasurface that reflects polarization‐tunable plasmonic colors is designed and experimentally demonstrated. Excitation of localized surface plasmons encodes discrete combinations of the incident and reflected polarized light into diverse colors. A single storage unit, namely a nanopixel, stores multiple‐bit information in the orientation of its constituent nanoantennae, which is conveniently retrived by inspecting the reflected color sequence with two linear polarizers. Owing to the broad color variability and high spatial resolution of the metasurface, the proposed encoding approach holds a strong promise for rapid parallel readout and encryption of high‐density optical data. The method also enables robust generation of dynamic kaleidoscopic images without the “cross‐talk” effect. The approach opens up a new route for advanced dynamic steganography, high‐density parallel‐access optical data storage, and optical information encryption.",10.1002/lpor.202000343
facd5f5deb152229ceb1803434d8690a09ab4129,High information capacity DNA-based data storage with augmented encoding characters using degenerate bases,2019,"DNA-based data storage has emerged as a promising method to satisfy the exponentially increasing demand for information storage. However, practical implementation of DNA-based data storage remains a challenge because of the high cost of data writing through DNA synthesis. Here, we propose the use of degenerate bases as encoding characters in addition to A, C, G, and T, which augments the amount of data that can be stored per length of DNA sequence designed (information capacity) and lowering the amount of DNA synthesis per storing unit data. Using the proposed method, we experimentally achieved an information capacity of 3.37 bits/character. The demonstrated information capacity is more than twice when compared to the highest information capacity previously achieved. The proposed method can be integrated with synthetic technologies in the future to reduce the cost of DNA-based data storage by 50%.",10.1038/s41598-019-43105-w
